,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
1018,Tata Tiago 1.2 Revotron XZ,520000,20000,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,4
1019,Mahindra Scorpio S10 7 Seater,885000,170000,Diesel,Individual,Manual,1,15.4,2179,120.0,7.0,6
1020,Tata Nexon 1.5 Revotorq XZA Plus DualTone,950000,40000,Diesel,Individual,Automatic,1,21.5,1497,108.5,5.0,3
1021,Honda City 1.5 E MT,229999,120000,Petrol,Individual,Manual,2,17.0,1497,118.0,5.0,13
1022,Maruti Ritz VDi,409999,100000,Diesel,Individual,Manual,3,23.2,1248,73.94,5.0,8
1023,Ford Fiesta EXi 1.4 TDCi Ltd,300000,110000,Diesel,Individual,Manual,3,17.8,1399,68.0,5.0,10
1024,Tata Indica V2 DLG TC,175000,120000,Diesel,Individual,Manual,3,16.8,1405,68.0,5.0,13
1025,Maruti Alto LX,108000,206000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,21
1026,Maruti Celerio ZXI,425000,40000,Petrol,Individual,Manual,2,23.1,998,67.04,5.0,4
1027,Chevrolet Optra Magnum 2.0 LS,272000,170000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991,123.7,5.0,10
1028,Hyundai i10 Magna 1.1L,310000,70000,Petrol,Individual,Manual,1,19.81,1086,68.05,5.0,8
1029,Hyundai Creta 1.4 CRDi S Plus,1125000,105000,Diesel,Individual,Manual,1,21.38,1396,88.7,5.0,4
1030,Hyundai Xcent 1.2 Kappa S Option,450000,46000,Petrol,Individual,Manual,2,19.1,1197,81.86,5.0,7
1031,Volkswagen Polo Diesel Highline 1.2L,388000,80000,Diesel,Individual,Manual,2,22.07,1199,73.9,5.0,10
1032,Hyundai Verna Transform SX VTVT,400000,60000,Petrol,Individual,Manual,1,16.2,1599,103.2,5.0,10
1033,Honda City i DTEC VX,760000,70000,Diesel,Individual,Manual,3,25.1,1498,98.6,5.0,6
1034,Maruti Alto LXi,120000,90000,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,12
1035,Maruti Swift Dzire VDI,757000,25000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,2
1036,Maruti Alto 800 VXI,270000,53000,Petrol,Individual,Manual,2,22.74,796,47.3,5.0,6
1037,Tata Sumo MKII GX BS IV,250000,90000,Diesel,Individual,Manual,2,13.55,2179,118.35,7.0,10
1038,Toyota Innova Crysta 2.5 VX BS IV,800000,60000,Diesel,Individual,Manual,1,12.8,2494,102.0,7.0,10
1039,Toyota Fortuner 4x2 Manual,1380000,150000,Diesel,Individual,Manual,1,13.0,2982,168.5,7.0,7
1040,Mahindra Thar CRDe AC,700000,24000,Diesel,Individual,Manual,1,16.55,2498,105.0,6.0,7
1041,Honda Mobilio S i DTEC,450000,100000,Diesel,Individual,Manual,2,24.2,1498,98.6,7.0,5
1042,Mahindra KUV 100 G80 K8,650000,6000,Petrol,Individual,Manual,1,18.15,1198,82.0,6.0,3
1043,Mahindra XUV500 W8 2WD,950000,49700,Diesel,Individual,Manual,1,15.1,2179,140.0,7.0,8
1044,Toyota Innova 2.5 E Diesel MS 7-seater,626000,80000,Diesel,Individual,Manual,2,12.8,2494,102.0,7.0,14
1046,Maruti Swift Dzire AMT VXI,600000,10000,Petrol,Individual,Automatic,1,21.21,1197,81.8,5.0,2
1047,Renault KWID RXT Optional,290000,21000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,2
1048,Maruti Alto K10 2010-2014 VXI,215000,25000,Petrol,Individual,Manual,1,20.92,998,67.1,5.0,8
1049,Renault KWID RXT Optional,250000,22000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,5
1050,Maruti Ertiga SHVS ZDI Plus,750000,50000,Diesel,Individual,Manual,1,24.52,1248,88.5,7.0,4
1051,Maruti Alto K10 VXI,250000,20000,Petrol,Individual,Manual,2,23.95,998,67.05,5.0,5
1052,Honda BRV i-VTEC V CVT,950000,15000,Petrol,Individual,Automatic,1,15.4,1497,117.3,7.0,4
1053,Ford Figo Aspire 1.5 TDCi Titanium,793000,30000,Diesel,Individual,Manual,1,25.83,1498,99.0,5.0,3
1054,Hyundai Creta 1.6 CRDi SX Option,750000,74000,Diesel,Individual,Manual,1,19.67,1582,126.2,5.0,6
1055,Honda Jazz V CVT,725000,6550,Petrol,Individual,Automatic,1,18.2,1199,88.7,5.0,4
1056,Hyundai Grand i10 CRDi Sportz,480000,30000,Diesel,Individual,Manual,1,24.0,1120,70.0,5.0,5
1057,BMW X6 xDrive30d,3750000,56000,Diesel,Dealer,Automatic,1,11.2,2993,241.0,4.0,8
1058,Maruti Swift Dzire ZXI Plus,795000,41779,Petrol,Dealer,Manual,1,21.21,1197,81.8,5.0,3
1059,Honda Jazz 1.2 V i VTEC,625000,54000,Petrol,Dealer,Manual,1,18.7,1199,88.7,5.0,5
1060,Mercedes-Benz E-Class E250 CDI Avantgarde,2900000,31000,Diesel,Dealer,Automatic,1,13.0,2143,204.0,5.0,5
1061,Maruti Ignis 1.3 AMT Zeta,625000,37000,Diesel,Individual,Automatic,1,26.8,1248,74.0,5.0,4
1062,Chevrolet Cruze LTZ AT,440000,90000,Diesel,Individual,Automatic,2,18.1,1991,147.9,4.0,10
1063,Toyota Corolla Altis 1.8 G,1400000,13534,Petrol,Dealer,Manual,1,14.28,1798,138.03,5.0,3
1064,Toyota Corolla Altis 1.8 VL AT,1450000,7000,Petrol,Dealer,Automatic,2,14.53,1794,138.1,5.0,4
1065,Mercedes-Benz GLA Class 200 CDI SPORT,2700000,23000,Diesel,Dealer,Automatic,1,17.9,2143,136.0,5.0,4
1066,Toyota Innova Crysta 2.8 GX AT 8S BSIV,1925000,43000,Diesel,Dealer,Automatic,1,11.36,2755,171.5,8.0,2
1067,Kia Seltos HTX Plus AT D,1900000,5000,Diesel,Dealer,Automatic,1,17.8,1493,113.4,5.0,1
1068,Maruti Ciaz RS ZDi Plus SHVS,844999,70000,Diesel,Dealer,Manual,1,28.09,1248,88.5,5.0,4
1069,Skoda Rapid 1.5 TDI AT Style Plus,650000,99000,Diesel,Dealer,Automatic,1,21.66,1498,103.52,5.0,5
1070,Maruti Swift ZXI 2018,750000,15000,Petrol,Dealer,Manual,1,22.0,1197,81.8,5.0,3
1071,BMW 6 Series GT 630d Luxury Line,6000000,28156,Diesel,Dealer,Automatic,1,17.09,2993,261.4,4.0,3
1072,Honda Jazz 1.2 SV i VTEC,610000,30000,Petrol,Dealer,Manual,1,18.7,1199,88.7,5.0,6
1073,Toyota Fortuner 2.8 2WD AT BSIV,2940000,100000,Diesel,Dealer,Automatic,1,12.9,2755,174.5,7.0,3
1074,Hyundai Creta 1.6 CRDi SX,1150000,63309,Diesel,Dealer,Manual,1,19.67,1582,126.2,5.0,4
1075,Toyota Innova Crysta 2.8 ZX AT BSIV,1825000,94000,Diesel,Dealer,Automatic,1,11.36,2755,171.5,7.0,5
1076,Hyundai Elite i20 Asta Option CVT BSIV,890000,29000,Petrol,Dealer,Automatic,1,17.4,1197,81.86,5.0,3
1153,Tata Indigo CS eLX BS IV,385000,155000,Diesel,Individual,Manual,1,25.0,1396,69.01,5.0,4
1154,Maruti Celerio ZXI AT,400000,35000,Petrol,Individual,Automatic,1,23.1,998,67.04,5.0,5
1155,Hyundai Grand i10 1.2 CRDi Sportz Option,550000,50000,Diesel,Individual,Manual,1,24.0,1186,73.97,5.0,3
1156,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,270000,185000,Diesel,Individual,Manual,1,14.8,2499,80.0,7.0,11
1157,Tata Indigo CS LS (TDI) BS III,200000,175000,Diesel,Individual,Manual,2,19.09,1396,69.0,5.0,8
1158,Renault KWID RXT Optional,310000,11500,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,5
1159,Hyundai Xcent 1.2 CRDi S,700000,3000,Diesel,Individual,Manual,1,25.4,1186,73.97,5.0,2
1160,Chevrolet Sail LT ABS,480000,80000,Diesel,Individual,Manual,2,22.1,1248,74.0,5.0,6
1161,Maruti Alto LXI,90000,40000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,16
1162,Maruti Alto LXI,80000,40000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,16
1163,Maruti Ritz VDi,350000,90000,Diesel,Individual,Manual,1,23.2,1248,73.94,5.0,6
1164,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,600000,100000,Diesel,Individual,Manual,1,23.65,1248,88.5,5.0,4
1165,Mahindra Scorpio M2DI,350000,120000,Diesel,Individual,Manual,3,13.5,2179,115.0,5.0,10
1166,Maruti Vitara Brezza VDi Option,770000,50000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,3
1167,Mahindra Verito 1.5 D6 BSIV,350000,25000,Diesel,Individual,Manual,1,21.03,1461,65.0,5.0,9
1168,Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,50000,Diesel,Individual,Manual,3,12.05,2179,120.0,8.0,10
1169,Mahindra TUV 300 T8,750000,71000,Diesel,Individual,Manual,1,18.49,1493,100.0,7.0,5
1170,Maruti Wagon R VXI BS IV,340000,40000,Petrol,Individual,Manual,1,20.51,998,67.04,5.0,5
1171,Hyundai Elite i20 Petrol Sportz,650000,31800,Petrol,Individual,Manual,1,18.6,1197,81.86,5.0,3
1172,Hyundai i10 Sportz,300000,65000,Petrol,Individual,Manual,1,20.36,1197,78.9,5.0,7
1173,Maruti Alto 800 LXI,204999,15000,Petrol,Individual,Manual,2,22.74,796,47.3,5.0,7
1174,Mahindra Verito 1.5 D4 BSIII,254999,70000,Diesel,Individual,Manual,2,20.8,1461,65.0,5.0,9
1175,Ford Figo Aspire 1.2 Ti-VCT Titanium,650000,5000,Petrol,Individual,Manual,1,18.16,1196,86.8,5.0,4
1176,Hyundai EON Magna Plus,280000,50000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,4
1177,Tata Indica V2 DLS,100000,80000,Diesel,Individual,Manual,1,17.2,1396,53.5,5.0,10
1178,Chevrolet Tavera Neo 3 9 Str BSIII,575000,70000,Diesel,Individual,Manual,2,13.58,2499,72.4,9.0,7
1179,Maruti Vitara Brezza VDi,780000,40000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,4
1180,Mahindra Bolero 2011-2019 ZLX,467000,157000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,8
1181,Mahindra Scorpio S10 7 Seater,1050000,90000,Diesel,Individual,Manual,1,15.4,2179,120.0,7.0,6
1182,Hyundai i10 Magna 1.1L,225000,80000,Petrol,Individual,Manual,2,19.81,1086,68.05,5.0,10
1186,Mahindra Verito 1.5 D4 BSIV,260000,70000,Diesel,Individual,Manual,2,21.03,1461,65.0,5.0,9
1187,Chevrolet Spark 1.0 E,90000,50000,Petrol,Individual,Manual,2,16.0,995,63.0,5.0,12
1188,Ford Figo Diesel ZXI,280000,60000,Diesel,Individual,Manual,1,20.0,1399,68.0,5.0,9
1189,Mahindra Verito 1.5 D4 BSIII,350000,106000,Diesel,Individual,Manual,2,20.8,1461,65.0,5.0,7
1190,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,229999,80000,Diesel,Individual,Manual,2,10.5,2179,120.0,7.0,15
1191,Mahindra Bolero 2011-2019 DI NON AC BS III White,550000,80000,Diesel,Individual,Manual,2,15.96,2523,63.0,9.0,5
1192,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,850000,110000,Diesel,Individual,Manual,2,12.99,2494,100.0,8.0,8
1193,Mahindra Bolero DI,370000,120000,Diesel,Individual,Manual,3,13.6,2523,63.0,7.0,10
1194,Maruti Alto K10 LXI,250000,27000,Petrol,Individual,Manual,1,20.92,998,67.1,5.0,8
1195,Maruti Alto LXi,95000,70000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,14
1196,Maruti Wagon R LXI Minor,180000,70000,Petrol,Individual,Manual,2,18.9,1061,67.0,5.0,11
1197,Mahindra NuvoSport N8 AMT,650000,50000,Diesel,Individual,Automatic,1,17.45,1493,100.0,7.0,5
1198,Hyundai Xcent 1.2 CRDi E,530000,60000,Diesel,Individual,Manual,1,25.4,1186,73.97,5.0,3
1199,Maruti Swift VVT ZXI,610000,15000,Petrol,Individual,Manual,1,22.0,1197,81.8,5.0,4
1201,Mahindra Xylo E4 8S,265000,135000,Diesel,Individual,Manual,1,14.0,2498,112.0,8.0,11
1202,Tata Tiago 1.2 Revotron XZ WO Alloy,560000,26300,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,3
1203,Mahindra Bolero 2011-2019 SLE,430000,120000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,7
1204,Maruti Swift Dzire VDI,711000,35000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,4
1205,Maruti Swift Dzire VXI,511000,30000,Petrol,Individual,Manual,1,20.85,1197,83.14,5.0,6
1206,Mahindra Bolero 2011-2019 ZLX,450000,165000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,9
1207,Tata Zest Revotron 1.2 XT,325000,50000,Petrol,Individual,Manual,1,17.57,1193,88.7,5.0,6
1208,Renault Scala Diesel RxZ,434999,120000,Diesel,Individual,Manual,1,21.64,1461,84.8,5.0,8
1209,Ford Figo Diesel LXI,210000,100000,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,11
1211,Maruti SX4 Vxi BSIII,160000,120000,Petrol,Individual,Manual,2,15.0,1586,104.68,5.0,14
1212,Maruti Ertiga VXI Limited Edition,650000,70000,Petrol,Individual,Manual,2,17.5,1373,91.1,7.0,4
1214,Hyundai i20 Sportz 1.2,320000,72000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,7
1215,Renault KWID Climber 1.0 MT,290000,50000,Petrol,Individual,Manual,1,23.01,999,67.0,5.0,4
1217,Tata Nano CX,80000,30000,Petrol,Individual,Manual,1,25.4,624,37.48,4.0,8
1218,Tata Safari Storme EX,1100000,20000,Diesel,Individual,Manual,1,14.1,2179,147.94,7.0,4
1219,Maruti Ciaz ZDi Plus,600000,110000,Diesel,Individual,Manual,1,26.21,1248,88.5,5.0,6
1220,Renault KWID RXT,340000,25000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,4
1221,Toyota Innova 2.5 G (Diesel) 7 Seater,750000,120000,Diesel,Individual,Manual,1,12.99,2494,100.6,7.0,7
1222,Maruti Alto LX,100000,40000,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,15
1223,Renault KWID RXT Optional,395000,10000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,2
1224,Maruti Wagon R VXI Minor,200000,65000,Petrol,Individual,Manual,1,18.9,1061,67.0,5.0,11
1225,Maruti Eeco CNG 5 Seater AC BSIV,450000,10000,CNG,Individual,Manual,1,21.94,1196,61.7,5.0,2
1226,Mahindra Verito 1.4 G4 BSIV,180000,110000,Petrol,Individual,Manual,2,13.87,1390,75.0,5.0,9
1227,Mahindra Bolero DI,190000,120000,Diesel,Individual,Manual,2,13.6,2523,63.0,7.0,13
1228,Maruti Eeco 5 Seater AC BSIV,310000,72000,Petrol,Individual,Manual,1,15.37,1196,73.0,5.0,6
1229,Maruti Ritz VDi,351000,89100,Diesel,Individual,Manual,2,23.2,1248,73.94,5.0,7
1230,Chevrolet Optra 1.6 LT Royale,190000,94000,Petrol,Individual,Manual,2,17.4,1599,104.0,5.0,15
1231,Hyundai EON Magna Plus,225000,120000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,6
1232,Chevrolet Spark 1.0 LT,130000,110000,Petrol,Individual,Manual,1,16.2,995,62.1,5.0,9
1233,Maruti Ciaz Alpha Diesel,1000000,50000,Diesel,Individual,Manual,1,28.09,1248,88.5,5.0,3
1234,Tata Indica V2 DLS TC,55000,90000,Diesel,Individual,Manual,3,16.8,1405,62.0,5.0,17
1235,Chevrolet Sail 1.2 LT ABS,330000,23000,Petrol,Individual,Manual,1,18.2,1199,82.4,5.0,7
1236,Maruti Omni MPI STD BSIV,166000,50000,Petrol,Individual,Manual,1,16.8,796,34.2,5.0,8
1237,Mahindra Xylo D4 BSIII,200000,300000,Diesel,Individual,Manual,1,14.0,2498,112.0,8.0,8
1238,Maruti Alto K10 2010-2014 VXI,140000,50000,Petrol,Individual,Manual,3,20.92,998,67.1,5.0,10
1239,Maruti Eeco CNG 5 Seater AC BSIV,370000,140000,CNG,Individual,Manual,1,21.94,1196,61.7,5.0,4
1240,Hyundai Elite i20 Sportz Plus CVT BSIV,720000,16000,Petrol,Individual,Automatic,1,17.4,1197,81.86,5.0,2
1241,Hyundai i20 Active 1.4,500000,126000,Diesel,Individual,Manual,1,21.19,1396,88.73,5.0,6
1242,Hyundai Xcent 1.2 VTVT SX,570000,15000,Petrol,Individual,Manual,1,20.14,1197,81.86,5.0,2
1243,Maruti Swift Dzire 1.2 Vxi BSIV,210000,200000,Petrol,Individual,Manual,1,17.5,1197,85.8,5.0,11
1244,Maruti Alto LXi,120000,120000,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,12
1245,Hyundai Getz GLX,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,15.3,1341,83.0,5.0,16
1246,Hyundai i10 Sportz AT,196000,110000,Petrol,Individual,Automatic,3,16.95,1197,78.9,5.0,11
1247,Maruti Eeco 5 Seater AC BSIV,392000,38000,Petrol,Individual,Manual,1,15.37,1196,73.0,5.0,5
1248,Tata Manza Aura Plus Safire,150000,104000,Petrol,Individual,Manual,1,15.0,1368,90.0,5.0,11
1249,Honda BR-V i-VTEC E MT,595000,120000,Petrol,Individual,Manual,1,15.4,1497,117.3,7.0,4
1250,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,833000,35000,Diesel,Individual,Automatic,1,24.3,1248,88.5,5.0,3
1251,Maruti Swift VDI,280000,210000,Diesel,Individual,Manual,1,22.9,1248,74.0,5.0,10
1252,Maruti 800 Std BSII,35000,35000,Petrol,Individual,Manual,2,16.1,796,37.0,4.0,18
1253,Maruti Ritz VDi,180000,85000,Diesel,Individual,Manual,3,21.1,1248,73.9,5.0,12
1254,Maruti Wagon R VXi BSII,225000,80000,Petrol,Individual,Manual,1,18.9,998,67.1,5.0,9
1255,Mercedes-Benz New C-Class 220 CDI AT,1400000,50000,Diesel,Individual,Automatic,1,14.84,2143,170.0,5.0,9
1256,Hyundai i20 Era Diesel,340000,40000,Diesel,Individual,Manual,1,23.0,1396,90.0,5.0,12
1257,Toyota Innova 2.5 GX 8 STR,550000,216000,Diesel,Individual,Manual,1,12.8,2494,102.0,8.0,11
1258,Maruti Wagon R VXI BS IV,400000,65000,Petrol,Individual,Manual,2,20.51,998,67.04,5.0,4
1259,Hyundai Getz GLE,90000,100000,Petrol,Individual,Manual,3,15.3,1341,83.0,5.0,15
1260,Maruti Ciaz VDi Plus SHVS,650000,84000,Diesel,Individual,Manual,1,28.09,1248,88.5,5.0,6
1261,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,730000,210000,Diesel,Individual,Manual,1,12.99,2494,100.0,7.0,9
1262,Chevrolet Aveo U-VA 1.2 LS,125000,60000,Petrol,Individual,Manual,1,15.26,1150,74.9,5.0,11
1263,Hyundai Getz GLE,81000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.3,1341,83.0,5.0,15
1264,Maruti Swift Glam,170000,78000,Petrol,Individual,Manual,2,16.1,1298,88.2,5.0,14
1265,Honda City 1.5 EXI,81000,161000,Petrol,Individual,Manual,Fourth & Above Owner,13.0,1493,100.0,5.0,19
1266,Maruti Alto LX,95000,70000,Petrol,Individual,Manual,3,19.7,796,46.3,5.0,16
1267,Tata Nano Cx BSIV,55000,50000,Petrol,Individual,Manual,3,26.0,624,35.0,4.0,11
1268,Renault Lodgy World Edition 110PS,880000,65000,Diesel,Individual,Manual,1,19.98,1461,108.5,8.0,4
1269,Renault KWID RXL,200000,50000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,6
1270,Maruti Wagon R VXI 1.2,480000,25000,Petrol,Individual,Manual,1,20.52,1197,81.8,5.0,2
1271,Mahindra Bolero 2011-2019 Plus AC,480000,100000,Diesel,Individual,Manual,1,15.96,2523,62.1,9.0,8
1272,Hyundai i20 1.2 Asta,700000,6000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,3
1273,Honda BRV i-DTEC V MT,850000,72113,Diesel,Individual,Manual,1,21.9,1498,98.6,7.0,5
1274,Tata Indigo CR4,300000,40000,Diesel,Individual,Manual,1,23.57,1396,70.0,5.0,9
1275,Hyundai i20 1.2 Asta Option,650000,8000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,4
1276,Maruti Ritz VXI,220000,20000,Petrol,Individual,Manual,1,21.1,1197,85.8,5.0,11
1277,Tata Indigo CS LS (TDI) BS-III,300000,45000,Diesel,Individual,Manual,1,19.09,1405,69.01,5.0,7
1278,Maruti Swift Dzire VDI,450000,80000,Diesel,Individual,Manual,1,23.4,1248,74.0,5.0,7
1279,Maruti Swift VDI BSIV,400000,90000,Diesel,Individual,Manual,1,25.2,1248,74.0,5.0,7
1280,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,1030000,25000,Diesel,Individual,Manual,1,25.1,1248,88.5,5.0,3
1281,Tata Manza Aura Quadrajet,190000,100000,Diesel,Individual,Manual,2,18.8,1248,90.0,5.0,11
1282,Ford Fiesta 1.4 Duratec EXI,140000,60000,Petrol,Individual,Manual,2,16.6,1388,68.0,5.0,15
1283,Hyundai i20 Active S Diesel,800000,30000,Diesel,Individual,Manual,1,21.19,1396,88.76,5.0,3
1284,Mahindra Scorpio LX 2.6 Turbo,229999,120000,Diesel,Individual,Manual,3,10.5,2609,120.0,7.0,14
1285,Tata Safari DICOR 2.2 EX 4x2,300000,80000,Diesel,Individual,Manual,2,13.93,2179,138.03,7.0,10
1286,Volkswagen Vento Diesel Highline,375000,69000,Diesel,Individual,Manual,2,20.54,1598,103.6,5.0,10
1287,Chevrolet Beat LT,140000,75000,Petrol,Individual,Manual,1,18.6,1199,79.4,5.0,11
1288,Maruti Alto LX,60000,113000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,17
1289,Hyundai Xcent 1.1 CRDi S Option,420000,90000,Diesel,Individual,Manual,2,24.4,1120,71.01,5.0,7
1290,Renault Pulse RxZ,300000,100000,Diesel,Individual,Manual,3,23.08,1461,63.12,5.0,9
1291,Tata Indica Vista Quadrajet VX,150000,110000,Diesel,Individual,Manual,1,22.3,1248,74.0,5.0,9
1292,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,600000,90000,Diesel,Individual,Manual,1,22.77,1498,98.59,5.0,6
1293,Ford Figo Diesel Titanium,204999,100000,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,10
1294,Hyundai Xcent 1.2 CRDi SX,625000,50000,Diesel,Individual,Manual,1,25.4,1186,73.97,5.0,4
1295,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),280000,200000,Diesel,Individual,Manual,1,20.5,1248,91.7,5.0,10
1296,Hyundai Santa Fe 2WD AT,1050000,146000,Diesel,Individual,Automatic,2,13.01,2199,194.3,7.0,7
1297,Chevrolet Optra Magnum 1.6 LT Petrol,250000,80000,Petrol,Individual,Manual,2,12.9,1598,102.5,5.0,12
1298,Tata New Safari DICOR 2.2 EX 4x2,535000,96443,Diesel,Individual,Manual,2,11.57,2179,138.1,7.0,11
1299,Honda Accord 2.4 AT,400000,100000,Petrol,Individual,Automatic,2,11.7,2354,177.6,5.0,12
1300,Maruti Swift AMT VXI,610000,10000,Petrol,Individual,Automatic,1,21.21,1197,81.8,5.0,2
1301,Maruti Swift Dzire VDI,509999,110000,Diesel,Individual,Manual,1,23.4,1248,74.0,5.0,7
1302,Tata Safari Storme VX,521000,86000,Diesel,Individual,Manual,2,14.0,2179,138.1,7.0,7
1303,Maruti Swift Dzire VDI,511000,100000,Diesel,Individual,Manual,1,23.4,1248,74.0,5.0,7
1304,Hyundai i20 Sportz 1.4 CRDi,451000,91000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,7
1305,Hyundai i10 Sportz,170000,100000,Petrol,Individual,Manual,1,20.36,1197,78.9,5.0,12
1306,Maruti Swift Dzire VDI,450000,120000,Diesel,Individual,Manual,2,23.4,1248,74.0,5.0,8
1307,Honda City 1.5 V Elegance,375000,90000,Petrol,Individual,Manual,2,17.0,1497,118.0,5.0,10
1308,Maruti Alto 800 LXI,305000,60000,Petrol,Individual,Manual,2,22.74,796,47.3,5.0,5
1309,Renault KWID RXT,315000,51500,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,5
1310,Chevrolet Sail 1.3 LS,250000,60000,Diesel,Individual,Manual,2,22.1,1248,74.0,5.0,5
1311,Ford Figo Diesel EXI,200000,104500,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,9
1313,Renault Duster 110PS Diesel RxL,400000,120000,Diesel,Individual,Manual,3,19.01,1461,108.45,5.0,9
1314,Maruti Swift ZDi,509999,100000,Diesel,Individual,Manual,2,22.9,1248,74.0,5.0,7
1315,Honda Civic 1.8 V MT,375000,90000,Petrol,Individual,Manual,3,13.5,1799,130.0,5.0,13
1316,Maruti Wagon R LXI,150000,150000,Petrol,Individual,Manual,3,18.9,998,67.1,5.0,16
1317,Maruti Wagon R AX,75000,60000,Petrol,Individual,Automatic,1,18.9,998,67.1,5.0,15
1318,Hyundai Verna 1.4 VTVT,465000,50000,Petrol,Individual,Manual,2,17.43,1396,105.5,5.0,6
1319,Hyundai Grand i10 1.2 CRDi Asta,700000,10000,Diesel,Individual,Manual,1,24.0,1186,73.97,5.0,2
1320,Mahindra Scorpio 1.99 S10,950000,120000,Diesel,Individual,Manual,3,15.4,1997,120.0,7.0,6
1321,Hyundai i20 1.2 Asta,610000,40000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,4
1323,Maruti Alto 800 LXI,235000,50000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,7
1324,Maruti Eeco 5 Seater AC BSIV,330000,90000,Petrol,Individual,Manual,1,15.37,1196,73.0,5.0,4
1325,Nissan Terrano XE 85 PS,472000,90000,Diesel,Individual,Manual,1,20.45,1461,83.8,5.0,7
1326,Maruti Swift VXI,585000,10000,Petrol,Individual,Manual,1,21.21,1197,81.8,5.0,2
1327,Mahindra Supro LX 8 Str,500000,10000,Diesel,Individual,Manual,1,23.5,909,45.0,8.0,3
1328,Maruti Alto K10 VXI,360000,27000,Petrol,Individual,Manual,1,23.95,998,67.05,5.0,2
1329,Maruti Swift Dzire VDI,649000,70000,Diesel,Individual,Manual,1,26.59,1248,74.0,5.0,5
1330,Maruti Omni MPI CARGO BSIV,200000,50000,Petrol,Individual,Manual,1,16.8,796,34.2,5.0,4
1332,Hyundai Grand i10 CRDi Magna,400000,110000,Diesel,Individual,Manual,1,24.0,1120,70.0,5.0,7
1333,Maruti Celerio VDi,250000,100000,Diesel,Individual,Manual,2,27.62,793,47.0,5.0,6
1334,Mahindra Marazzo M6,1200000,50000,Diesel,Individual,Manual,1,17.3,1497,121.0,7.0,3
1335,Maruti Swift Vdi BSIII,250000,105000,Diesel,Individual,Manual,2,17.8,1248,75.0,5.0,12
1336,Toyota Innova 2.5 GX (Diesel) 8 Seater,819999,110000,Diesel,Individual,Manual,1,12.99,2494,100.6,8.0,8
1337,Mahindra XUV500 W8 2WD,800000,60000,Diesel,Individual,Manual,2,15.1,2179,140.0,7.0,7
1338,Ford Ecosport 1.0 Ecoboost Titanium Optional,429000,49102,Petrol,Dealer,Manual,2,18.88,999,123.37,5.0,8
1339,Hyundai Santro Xing GLS,150000,60000,Petrol,Individual,Manual,3,17.92,1086,62.1,5.0,11
1341,Chevrolet Beat Diesel LT,170000,90000,Diesel,Individual,Manual,1,25.44,936,57.6,5.0,9
